"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"117",242,33095,"Shrub Cover = 42%",196,118,84,0.768627,0.462745,0.329412,7360,0.2
"118",243,14253,"Shrub Cover = 43%",196,118,84,0.768627,0.462745,0.329412,3170,0.1
"119",244,11,"Shrub Cover = 44%",196,115,82,0.768627,0.45098,0.321569,2,0
"120",245,10220,"Shrub Cover = 45%",196,115,82,0.768627,0.45098,0.321569,2273,0.1
"121",246,7832,"Shrub Cover = 46%",194,110,79,0.760784,0.431373,0.309804,1742,0
"122",247,5341,"Shrub Cover = 47%",194,110,79,0.760784,0.431373,0.309804,1188,0
"123",249,3833,"Shrub Cover = 49%",194,107,78,0.760784,0.419608,0.305882,852,0
"124",250,3041,"Shrub Cover = 50%",191,105,77,0.74902,0.411765,0.301961,676,0
"125",251,2185,"Shrub Cover = 51%",191,102,75,0.74902,0.4,0.294118,486,0
"126",252,3,"Shrub Cover = 52%",191,102,75,0.74902,0.4,0.294118,1,0
"127",253,1807,"Shrub Cover = 53%",191,100,73,0.74902,0.392157,0.286275,402,0
"128",254,1605,"Shrub Cover = 54%",189,97,72,0.741176,0.380392,0.282353,357,0
"129",255,1531,"Shrub Cover = 55%",189,96,70,0.741176,0.376471,0.27451,340,0
"130",256,1,"Shrub Cover = 56%",189,94,70,0.741176,0.368627,0.27451,0,0
"131",257,1211,"Shrub Cover = 57%",189,94,70,0.741176,0.368627,0.27451,269,0
"132",258,1139,"Shrub Cover = 58%",189,92,68,0.741176,0.360784,0.266667,253,0
"133",259,760,"Shrub Cover = 59%",186,89,67,0.729412,0.34902,0.262745,169,0
"134",261,585,"Shrub Cover = 61%",186,85,65,0.729412,0.333333,0.254902,130,0
"135",262,453,"Shrub Cover = 62%",186,84,63,0.729412,0.329412,0.247059,101,0
"136",263,370,"Shrub Cover = 63%",184,83,62,0.721569,0.32549,0.243137,82,0
"137",265,260,"Shrub Cover = 65%",184,79,61,0.721569,0.309804,0.239216,58,0
"138",266,197,"Shrub Cover = 66%",181,76,60,0.709804,0.298039,0.235294,44,0
"139",268,547,"Shrub Cover = 68%",181,74,58,0.709804,0.290196,0.227451,122,0
"140",269,71,"Shrub Cover = 69%",181,72,58,0.709804,0.282353,0.227451,16,0
"141",270,20,"Shrub Cover = 70%",179,70,55,0.701961,0.27451,0.215686,4,0
"142",272,21,"Shrub Cover = 72%",179,66,54,0.701961,0.258824,0.211765,5,0
"143",273,17,"Shrub Cover = 73%",179,64,54,0.701961,0.25098,0.211765,4,0
"144",274,109,"Shrub Cover = 74%",176,63,53,0.690196,0.247059,0.207843,24,0
"145",310,51914,"Herb Cover = 10%",255,204,102,1,0.8,0.4,11545,0.3
"146",311,24580,"Herb Cover = 11%",255,204,102,1,0.8,0.4,5466,0.1
"147",312,29164,"Herb Cover = 12%",255,201,102,1,0.788235,0.4,6486,0.2
"148",313,31243,"Herb Cover = 13%",255,201,102,1,0.788235,0.4,6948,0.2
"149",314,29317,"Herb Cover = 14%",255,201,99,1,0.788235,0.388235,6520,0.2
"150",315,51,"Herb Cover = 15%",255,198,99,1,0.776471,0.388235,11,0
"151",316,25057,"Herb Cover = 16%",255,197,97,1,0.772549,0.380392,5573,0.1
"152",317,23357,"Herb Cover = 17%",255,197,97,1,0.772549,0.380392,5194,0.1
"153",318,27069,"Herb Cover = 18%",255,193,94,1,0.756863,0.368627,6020,0.2
"154",319,35469,"Herb Cover = 19%",255,193,94,1,0.756863,0.368627,7888,0.2
"155",320,48359,"Herb Cover = 20%",255,192,92,1,0.752941,0.360784,10755,0.3
"156",321,13,"Herb Cover = 21%",255,190,92,1,0.745098,0.360784,3,0
"157",322,64870,"Herb Cover = 22%",255,190,92,1,0.745098,0.360784,14427,0.4
"158",323,81914,"Herb Cover = 23%",255,189,89,1,0.741176,0.34902,18217,0.5
"159",324,94865,"Herb Cover = 24%",255,186,89,1,0.729412,0.34902,21097,0.6
"160",325,98707,"Herb Cover = 25%",255,185,87,1,0.72549,0.341176,21952,0.6
"161",326,94916,"Herb Cover = 26%",255,185,87,1,0.72549,0.341176,21109,0.6
"162",327,48,"Herb Cover = 27%",255,181,84,1,0.709804,0.329412,11,0
"163",328,85990,"Herb Cover = 28%",255,181,84,1,0.709804,0.329412,19124,0.5
"164",329,76354,"Herb Cover = 29%",255,180,82,1,0.705882,0.321569,16981,0.4
"165",330,69329,"Herb Cover = 30%",255,177,82,1,0.694118,0.321569,15418,0.4
"166",331,65136,"Herb Cover = 31%",255,176,79,1,0.690196,0.309804,14486,0.4
"167",332,63170,"Herb Cover = 32%",255,176,79,1,0.690196,0.309804,14049,0.4
"168",333,43,"Herb Cover = 33%",255,173,79,1,0.678431,0.309804,10,0
"169",334,63090,"Herb Cover = 34%",255,172,77,1,0.67451,0.301961,14031,0.4
"170",335,75172,"Herb Cover = 35%",255,172,77,1,0.67451,0.301961,16718,0.4
"171",336,64615,"Herb Cover = 36%",255,171,74,1,0.670588,0.290196,14370,0.4
"172",337,64092,"Herb Cover = 37%",255,167,74,1,0.654902,0.290196,14254,0.4
"173",338,61199,"Herb Cover = 38%",255,166,71,1,0.65098,0.278431,13610,0.4
"174",339,16,"Herb Cover = 39%",255,166,71,1,0.65098,0.278431,4,0
"175",340,58228,"Herb Cover = 40%",255,162,69,1,0.635294,0.270588,12950,0.3
"176",341,54191,"Herb Cover = 41%",255,162,69,1,0.635294,0.270588,12052,0.3
"177",342,51027,"Herb Cover = 42%",255,161,66,1,0.631373,0.258824,11348,0.3
"178",343,47713,"Herb Cover = 43%",255,158,66,1,0.619608,0.258824,10611,0.3
"179",344,45531,"Herb Cover = 44%",255,158,66,1,0.619608,0.258824,10126,0.3
"180",345,460,"Herb Cover = 45%",255,156,64,1,0.611765,0.25098,102,0
"181",346,43858,"Herb Cover = 46%",255,153,64,1,0.6,0.25098,9754,0.3
"182",347,42742,"Herb Cover = 47%",255,152,61,1,0.596078,0.239216,9506,0.2
"183",348,41595,"Herb Cover = 48%",255,152,61,1,0.596078,0.239216,9251,0.2
"184",349,40928,"Herb Cover = 49%",255,147,59,1,0.576471,0.231373,9102,0.2
"185",350,40300,"Herb Cover = 50%",255,147,59,1,0.576471,0.231373,8963,0.2
"186",351,3,"Herb Cover = 51%",255,146,56,1,0.572549,0.219608,1,0
"187",352,39839,"Herb Cover = 52%",255,142,56,1,0.556863,0.219608,8860,0.2
"188",353,38758,"Herb Cover = 53%",255,141,54,1,0.552941,0.211765,8620,0.2
"189",354,39142,"Herb Cover = 54%",255,141,54,1,0.552941,0.211765,8705,0.2
"190",355,509177,"Herb Cover = 55%",255,137,54,1,0.537255,0.211765,113238,3
"191",356,35270,"Herb Cover = 56%",255,136,51,1,0.533333,0.2,7844,0.2
"192",358,36986,"Herb Cover = 58%",255,135,48,1,0.529412,0.188235,8225,0.2
"193",359,32544,"Herb Cover = 59%",255,131,48,1,0.513725,0.188235,7238,0.2
"194",360,31463,"Herb Cover = 60%",255,130,46,1,0.509804,0.180392,6997,0.2
"195",361,30585,"Herb Cover = 61%",255,130,46,1,0.509804,0.180392,6802,0.2
"196",362,29352,"Herb Cover = 62%",255,124,43,1,0.486275,0.168627,6528,0.2
"197",364,27704,"Herb Cover = 64%",255,123,41,1,0.482353,0.160784,6161,0.2
"198",365,27167,"Herb Cover = 65%",255,119,41,1,0.466667,0.160784,6042,0.2
"199",366,24645,"Herb Cover = 66%",255,119,41,1,0.466667,0.160784,5481,0.1
"200",367,23138,"Herb Cover = 67%",255,118,38,1,0.462745,0.14902,5146,0.1
"201",368,21713,"Herb Cover = 68%",255,114,38,1,0.447059,0.14902,4829,0.1
"202",370,20430,"Herb Cover = 70%",255,112,36,1,0.439216,0.141176,4544,0.1
"203",371,19424,"Herb Cover = 71%",255,107,33,1,0.419608,0.129412,4320,0.1
"204",372,17654,"Herb Cover = 72%",255,107,33,1,0.419608,0.129412,3926,0.1
"205",373,16496,"Herb Cover = 73%",255,105,31,1,0.411765,0.121569,3669,0.1
"206",374,15741,"Herb Cover = 74%",255,102,31,1,0.4,0.121569,3501,0.1
"207",375,148,"Herb Cover = 75%",255,100,28,1,0.392157,0.109804,33,0
"208",376,15160,"Herb Cover = 76%",255,100,28,1,0.392157,0.109804,3372,0.1
"209",377,13465,"Herb Cover = 77%",255,100,28,1,0.392157,0.109804,2995,0.1
"210",378,16360,"Herb Cover = 78%",255,94,25,1,0.368627,0.098039,3638,0.1
"211",379,10614,"Herb Cover = 79%",255,94,25,1,0.368627,0.098039,2360,0.1
"212",380,9661,"Herb Cover = 80%",255,93,23,1,0.364706,0.090196,2149,0.1
"213",382,9245,"Herb Cover = 82%",255,87,20,1,0.341176,0.078431,2056,0.1
"214",383,7083,"Herb Cover = 83%",255,87,20,1,0.341176,0.078431,1575,0
"215",384,5948,"Herb Cover = 84%",255,81,18,1,0.317647,0.070588,1323,0
"216",385,4923,"Herb Cover = 85%",255,81,18,1,0.317647,0.070588,1095,0
"217",386,9505,"Herb Cover = 86%",255,79,15,1,0.309804,0.058824,2114,0.1
"218",388,769,"Herb Cover = 88%",255,75,15,1,0.294118,0.058824,171,0
"219",389,641,"Herb Cover = 89%",255,73,13,1,0.286275,0.05098,143,0
"220",390,538,"Herb Cover = 90%",255,69,13,1,0.270588,0.05098,120,0
"221",391,512,"Herb Cover = 91%",255,67,10,1,0.262745,0.039216,114,0
"222",392,1946,"Herb Cover = 92%",255,67,10,1,0.262745,0.039216,433,0
